#CHR	START	END	ENTREZ	HUGO	Description
8	95892452	95907482	9134	CCNE2	cyclin_E2_mRNA
8	95938199	95961615	94241	TP53INP1	tumor_protein_p53_inducible_nuclear_protein_1_transcript_variant_2_mRNA
8	95970235	96070944	137682	NDUFAF6	NADH_dehydrogenase_(ubiquinone)_complex_I_assembly_factor_6_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	96085138	96085224	100500907	MIR3150B	microRNA_3150b_microRNA
8	96085141	96085221	100422964	MIR3150	microRNA_3150a_microRNA
8	96145948	96168913	79666	PLEKHF2	pleckstrin_homology_domain_containing_family_F_(with_FYVE_domain)_member_2_mRNA
8	96219234	96228602	619344	C8orf69	uncharacterized_LOC619344_non-coding_RNA
8	96257140	96281462	157657	C8orf37	chromosome_8_open_reading_frame_37_mRNA
8	96281063	96822371	100616530	LOC100616530	tospeak_transcript_variant_1_non-coding_RNA
8	96959212	96960576	100500773	LOC100500773	serine/arginine-rich_splicing_factor_3_pseudogene_non-coding_RNA
8	97154557	97173020	392255	GDF6	growth_differentiation_factor_6_mRNA
8	97238903	97247862	7381	UQCRB	ubiquinol-cytochrome_c_reductase_binding_protein_transcript_variant_4_non-coding_RNA
8	97251644	97269503	51001	MTERFD1	MTERF_domain_containing_1_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	97274166	97346774	9791	PTDSS1	phosphatidylserine_synthase_1_mRNA
8	97505881	97624037	6383	SDC2	syndecan_2_mRNA
8	97657498	98155722	10404	CPQ	carboxypeptidase_Q_mRNA
8	98285713	98290176	85453	TSPYL5	TSPY-like_5_mRNA
8	98656406	98742488	92140	MTDH	metadherin_mRNA
8	98787808	98864830	55353	LAPTM4B	lysosomal_protein_transmembrane_4_beta_mRNA
8	98881310	99016514	4147	MATN2	matrilin_2_transcript_variant_2_mRNA
8	99037078	99057818	6156	RPL30	ribosomal_protein_L30_mRNA
8	99054313	99054445	26775	SNORA72	small_nucleolar_RNA_H/ACA_box_72_small_nucleolar_RNA
8	99076749	99105838	203111	C8orf47	chromosome_8_open_reading_frame_47_transcript_variant_1_mRNA
8	99114566	99129418	10247	HRSP12	heat-responsive_protein_12_mRNA
8	99129520	99172069	10940	POP1	processing_of_precursor_1_ribonuclease_P/MRP_subunit_(S._cerevisiae)_transcript_variant_1_mRNA
8	99204386	99263982	79815	NIPAL2	NIPA-like_domain_containing_2_mRNA
8	99439249	99443023	3788	KCNS2	potassium_voltage-gated_channel_delayed-rectifier_subfamily_S_member_2_mRNA
8	99466858	99837909	6788	STK3	serine/threonine_kinase_3_transcript_variant_1_mRNA
8	99956630	99963250	116039	OSR2	odd-skipped_related_2_(Drosophila)_transcript_variant_2_mRNA
8	100025493	100133987	157680	VPS13B	vacuolar_protein_sorting_13_homolog_B_(yeast)_transcript_variant_6_non-coding_RNA
8	100548863	100548958	693184	MIR599	microRNA_599_microRNA
8	100549013	100549089	100126309	MIR875	microRNA_875_microRNA
8	100890222	100906242	1345	COX6C	cytochrome_c_oxidase_subunit_VIc_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	100973275	101054195	26166	RGS22	regulator_of_G-protein_signaling_22_mRNA
8	101145587	101158099	286151	FBXO43	F-box_protein_43_transcript_variant_1_non-coding_RNA
8	101162838	101166230	5440	POLR2K	polymerase_(RNA)_II_(DNA_directed)_polypeptide_K_7.0kDa_mRNA
8	101170262	101206908	6674	SPAG1	sperm_associated_antigen_1_transcript_variant_2_mRNA
8	101269287	101315487	25897	RNF19A	ring_finger_protein_19A_E3_ubiquitin_protein_ligase_transcript_variant_2_mRNA
8	101394990	101395073	100616451	MIR4471	microRNA_4471_microRNA
8	101521979	101572014	157567	ANKRD46	ankyrin_repeat_domain_46_transcript_variant_4_mRNA
8	101585111	101624322	169166	SNX31	sorting_nexin_31_mRNA
8	101715143	101734220	26986	PABPC1	poly(A)_binding_protein_cytoplasmic_1_mRNA
8	101930803	101962799	7534	YWHAZ	tyrosine_3-monooxygenase/tryptophan_5-monooxygenase_activation_protein_zeta_polypeptide_transcript_variant_6_mRNA
8	102064281	102088479	441374	FLJ42969	uncharacterized_LOC441374_non-coding_RNA
8	102209265	102217960	51123	ZNF706	zinc_finger_protein_706_transcript_variant_4_mRNA
8	102381120	102381823	83955	NACAP1	nascent-polypeptide-associated_complex_alpha_polypeptide_pseudogene_1_non-coding_RNA
8	102504667	102556298	79977	GRHL2	grainyhead-like_2_(Drosophila)_mRNA
8	102698769	102803439	83988	NCALD	neurocalcin_delta_transcript_variant_8_mRNA
8	103137659	103137743	100847001	MIR5680	microRNA_5680_microRNA
8	103216728	103251059	50484	RRM2B	ribonucleotide_reductase_M2_B_(TP53_inducible)_transcript_variant_2_mRNA
8	103264501	103279729	51366	UBR5	ubiquitin_protein_ligase_E3_component_n-recognin_5_mRNA
8	103563847	103573245	4956	ODF1	outer_dense_fiber_of_sperm_tails_1_mRNA
8	103661004	103666168	7071	KLF10	Kruppel-like_factor_10_transcript_variant_2_mRNA
8	103838535	103876397	51582	AZIN1	antizyme_inhibitor_1_transcript_variant_1_mRNA
8	104033247	104085285	528	ATP6V1C1	ATPase_H+_transporting_lysosomal_42kDa_V1_subunit_C1_mRNA
8	104145190	104153570	157556	C8orf56	chromosome_8_open_reading_frame_56_non-coding_RNA
8	104152920	104242533	79870	BAALC	brain_and_acute_leukemia_cytoplasmic_transcript_variant_1_mRNA
8	104166841	104166917	100422992	MIR3151	microRNA_3151_microRNA
8	104177736	104184368	100499183	LOC100499183	uncharacterized_non-coding_RNA
8	104310660	104345094	8323	FZD6	frizzled_family_receptor_6_transcript_variant_2_mRNA
8	104383742	104388664	115908	CTHRC1	collagen_triple_helix_repeat_containing_1_transcript_variant_1_mRNA
8	104410865	104427563	81034	SLC25A32	solute_carrier_family_25_(mitochondrial_folate_carrier)_member_32_transcript_variant_3_non-coding_RNA
8	104426941	104452499	25879	DCAF13	DDB1_and_CUL4_associated_factor_13_mRNA
8	104512975	105266656	9699	RIMS2	regulating_synaptic_membrane_exocytosis_2_transcript_variant_1_mRNA
8	105352023	105368917	81501	DCSTAMP	dendrocyte_expressed_seven_transmembrane_protein_transcript_variant_1_mRNA
8	105391651	105479277	1807	DPYS	dihydropyrimidinase_mRNA
8	105501458	105508370	29967	LRP12	low_density_lipoprotein_receptor-related_protein_12_transcript_variant_2_mRNA
8	106331146	106816767	23414	ZFPM2	zinc_finger_protein_FOG_family_member_2_mRNA
8	107282405	107764921	55074	OXR1	oxidation_resistance_1_transcript_variant_4_mRNA
8	107771710	107782472	137735	ABRA	actin-binding_Rho_activating_protein_mRNA
8	108261709	108348743	284	ANGPT1	angiopoietin_1_transcript_variant_1_mRNA
8	108911543	109094167	340419	RSPO2	R-spondin_2_mRNA
8	109213971	109255062	3646	EIF3E	eukaryotic_translation_initiation_factor_3_subunit_E_mRNA
8	109455852	109499136	9694	EMC2	ER_membrane_protein_complex_subunit_2_mRNA
8	109619078	109799770	157753	TMEM74	transmembrane_protein_74_mRNA
8	110099652	110131812	7201	TRHR	thyrotropin-releasing_hormone_receptor_mRNA
8	110253147	110342162	84955	NUDCD1	NudC_domain_containing_1_transcript_variant_2_mRNA
8	110346551	110358189	56943	ENY2	enhancer_of_yellow_2_homolog_(Drosophila)_transcript_variant_1_mRNA
8	110374705	110543500	93035	PKHD1L1	polycystic_kidney_and_hepatic_disease_1_(autosomal_recessive)-like_1_mRNA
8	110551928	110577391	9166	EBAG9	estrogen_receptor_binding_site_associated_antigen_9_transcript_variant_2_mRNA
8	110586404	110592766	55638	SYBU	syntabulin_(syntaxin-interacting)_transcript_variant_15_mRNA
8	110979232	110987421	27012	KCNV1	potassium_channel_subfamily_V_member_1_mRNA
8	113235158	113702279	114788	CSMD3	CUB_and_Sushi_multiple_domains_3_transcript_variant_b_mRNA
8	113655721	113655812	100302225	MIR2053	microRNA_2053_microRNA
8	116420723	116680234	7227	TRPS1	trichorhinophalangeal_syndrome_I_mRNA
8	116962735	117337297	100859921	LINC00536	long_intergenic_non-protein_coding_RNA_536_non-coding_RNA
8	117657054	117768062	8667	EIF3H	eukaryotic_translation_initiation_factor_3_subunit_H_mRNA
8	117778741	117786921	84294	UTP23	_small_subunit_(SSU)_processome_component_homolog_(yeast)_mRNA
8	117858172	117887105	5885	RAD21	_homolog_(S._pombe)_mRNA
8	117886662	117889107	644660	RAD21-AS1	RAD21_antisense_RNA_1_non-coding_RNA
8	117886966	117887039	100500914	MIR3610	microRNA_3610_microRNA
8	117950463	117956239	441376	AARD	alanine_and_arginine_rich_domain_containing_protein_mRNA
8	117962511	118188953	169026	SLC30A8	solute_carrier_family_30_(zinc_transporter)_member_8_transcript_variant_3_mRNA
8	118532964	118552501	90390	MED30	mediator_complex_subunit_30_mRNA
8	118811601	119124058	2131	EXT1	exostosin_glycosyltransferase_1_mRNA
8	119201694	119634184	401474	SAMD12	sterile_alpha_motif_domain_containing_12_transcript_variant_1_mRNA
8	119633239	119738306	552860	SAMD12-AS1	SAMD12_antisense_RNA_1_non-coding_RNA
8	119935795	119964383	4982	TNFRSF11B	tumor_necrosis_factor_receptor_superfamily_member_11b_mRNA
8	120079423	120119202	10584	COLEC10	collectin_sub-family_member_10_(C-type_lectin)_mRNA
8	120220609	120257914	114569	MAL2	mal_T-cell_differentiation_protein_2_(gene/pseudogene)_mRNA
8	120428551	120436678	4856	NOV	nephroblastoma_overexpressed_mRNA
8	120569316	120596289	5168	ENPP2	ectonucleotide_pyrophosphatase/phosphodiesterase_2_transcript_variant_3_mRNA
8	120743013	120845074	6873	TAF2	_RNA_polymerase_II_TATA_box_binding_protein_(TBP)-associated_factor_150kDa_mRNA
8	120846180	120868170	79075	DSCC1	DNA_replication_and_sister_chromatid_cohesion_1_mRNA
8	120885899	121063157	64798	DEPTOR	DEP_domain_containing_MTOR-interacting_protein_mRNA
8	121137346	121384273	7373	COL14A1	collagen_type_XIV_alpha_1_mRNA
8	121408082	121457647	28998	MRPL13	mitochondrial_ribosomal_protein_L13_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	121457637	121465069	27085	MTBP	Mdm2_transformed_3T3_cell_double_minute_2_p53_binding_protein_(mouse)_binding_protein_104kDa_mRNA
8	121547984	121824309	6641	SNTB1	syntrophin_beta_1_(dystrophin-associated_protein_A1_59kDa_basic_component_1)_mRNA
8	122625270	122653630	3037	HAS2	hyaluronan_synthase_2_mRNA
8	122651585	122657564	594842	HAS2-AS1	HAS2_antisense_RNA_1_antisense_RNA
8	123793900	123986755	22882	ZHX2	zinc_fingers_and_homeoboxes_2_mRNA
8	124025403	124054663	79139	DERL1	derlin_1_transcript_variant_1_mRNA
8	124084919	124113325	93594	WDR67	WD_repeat_domain_67_transcript_variant_2_mRNA
8	124191286	124221207	84985	FAM83A	family_with_sequence_similarity_83_member_A_transcript_variant_1_mRNA
8	124213411	124214983	100131726	LOC100131726	FAM83A_antisense_RNA_1_non-coding_RNA
8	124228027	124228103	100616260	MIR4663	microRNA_4663_microRNA
8	124232195	124253638	84933	C8orf76	chromosome_8_open_reading_frame_76_mRNA
8	124238428	124286727	100533106	ZHX1-C8ORF76	_readthrough_mRNA
8	124260689	124286727	11244	ZHX1	zinc_fingers_and_homeoboxes_1_transcript_variant_2_mRNA
8	124332090	124408619	29028	ATAD2	ATPase_family_AAA_domain_containing_2_mRNA
8	124428964	124454260	55093	WDYHV1	WDYHV_motif_containing_1_mRNA
8	124510126	124544383	114907	FBXO32	F-box_protein_32_transcript_variant_2_mRNA
8	124657914	124665190	340359	KLHL38	kelch-like_family_member_38_mRNA
8	124693033	124749647	312	ANXA13	annexin_A13_transcript_variant_2_mRNA
8	124780881	124822719	157769	FAM91A1	family_with_sequence_similarity_91_member_A1_mRNA
8	124864226	125132302	654463	FER1L6	fer-1-like_6_(C._elegans)_mRNA
8	124996377	125053023	439941	FER1L6-AS1	FER1L6_antisense_RNA_1_non-coding_RNA
8	125323158	125384940	157378	TMEM65	transmembrane_protein_65_mRNA
8	125463047	125465266	55039	TRMT12	tRNA_methyltransferase_12_homolog_(S._cerevisiae)_mRNA
8	125487007	125500859	11236	RNF139	ring_finger_protein_139_mRNA
8	125500734	125551329	83940	TATDN1	TatD_DNase_domain_containing_1_transcript_variant_3_non-coding_RNA
8	125551342	125562227	4715	NDUFB9	NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex_9_22kDa_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	125563027	125568813	9788	MTSS1	metastasis_suppressor_1_mRNA
8	125951883	125957988	157381	LOC157381	uncharacterized_non-coding_RNA
8	125985538	125991630	137209	ZNF572	zinc_finger_protein_572_mRNA
8	126010719	126034525	6713	SQLE	squalene_epoxidase_mRNA
8	126036502	126104061	9897	KIAA0196	_mRNA
8	126104082	126379367	286053	NSMCE2	non-SMC_element_2_MMS21_homolog_(S._cerevisiae)_mRNA
8	126442562	126450644	10221	TRIB1	tribbles_homolog_1_(Drosophila)_mRNA
8	126934766	126963441	100130231	LINC00861	long_intergenic_non-protein_coding_RNA_861_transcript_variant_2_non-coding_RNA
8	127564682	127570711	157638	FAM84B	family_with_sequence_similarity_84_member_B_mRNA
8	128025398	128033259	100750225	PCAT1	prostate_cancer_associated_transcript_1_(non-protein_coding)_non-coding_RNA
8	128301928	128494384	727677	LOC727677	uncharacterized_non-coding_RNA
8	128427856	128429441	5462	POU5F1B	POU_class_5_homeobox_1B_mRNA
8	128747764	128751018	4609	MYC	v-myc_myelocytomatosis_viral_oncogene_homolog_(avian)_mRNA
8	128806802	128952702	5820	PVT1	Pvt1_oncogene_(non-protein_coding)_non-coding_RNA
8	128808207	128808274	100302185	MIR1204	microRNA_1204_microRNA
8	128958804	128960968	641384	TMEM75	transmembrane_protein_75
8	128972878	128972941	100302161	MIR1205	microRNA_1205_microRNA
8	129021143	129021202	100302170	MIR1206	microRNA_1206_microRNA
8	129061397	129061484	100302175	MIR1207	microRNA_1207_microRNA
8	129162361	129162434	100302281	MIR1208	microRNA_1208_microRNA
8	130228712	130253486	728724	LOC728724	hCG1814486_non-coding_RNA
8	130760441	130799134	56169	GSDMC	gasdermin_C_mRNA
8	130851838	130952118	51571	FAM49B	family_with_sequence_similarity_49_member_B_transcript_variant_3_non-coding_RNA
8	131020579	131020699	100847051	MIR5194	microRNA_5194_microRNA
8	131064350	131193126	50807	ASAP1	ArfGAP_with_SH3_domain_ankyrin_repeat_and_PH_domain_1_transcript_variant_1_mRNA
8	131094983	131097014	100507117	LOC100507117	uncharacterized_non-coding_RNA
8	131307600	131308779	29065	ASAP1-IT1	ASAP1_intronic_transcript_1_(non-protein_coding)_non-coding_RNA
8	131792546	132052835	114	ADCY8	adenylate_cyclase_8_(brain)_mRNA
8	132916355	133025886	23167	EFR3A	EFR3_homolog_A_(S._cerevisiae)_mRNA
8	133036466	133062116	729330	OC90	otoconin_90_mRNA
8	133073732	133093351	10086	HHLA1	HERV-H_LTR-associating_1_mRNA
8	133133104	133459509	3786	KCNQ3	potassium_voltage-gated_channel_KQT-like_subfamily_member_3_transcript_variant_2_mRNA
8	133572744	133573726	93668	HPYR1	Helicobacter_pylori_responsive_1_(non-protein_coding)_non-coding_RNA
8	133584200	133687863	23639	LRRC6	leucine_rich_repeat_containing_6_transcript_variant_2_non-coding_RNA
8	133722191	133759360	137835	TMEM71	transmembrane_protein_71_transcript_variant_1_mRNA
8	133787603	133825439	51105	PHF20L1	PHD_finger_protein_20-like_1_transcript_variant_3_mRNA
8	133879204	134147143	7038	TG	thyroglobulin_mRNA
8	134048972	134072603	6503	SLA	Src-like-adaptor_transcript_variant_3_mRNA
8	134203281	134243932	8840	WISP1	WNT1_inducible_signaling_pathway_protein_1_transcript_variant_1_mRNA
8	134249413	134256746	10397	NDRG1	N-myc_downstream_regulated_1_transcript_variant_3_mRNA
8	134467090	134584183	6482	ST3GAL1	ST3_beta-galactoside_alpha-2_3-sialyltransferase_1_transcript_variant_2_mRNA
8	135490030	135577914	57623	ZFAT	zinc_finger_and_AT_hook_domain_containing_transcript_variant_4_mRNA
8	135610313	135612932	594840	ZFAT-AS1	ZFAT_antisense_RNA_1_antisense_RNA
8	135812762	135812850	407030	MIR30B	microRNA_30b_microRNA
8	135817118	135817188	407033	MIR30D	microRNA_30d_microRNA
8	136246373	136308995	286094	LOC286094	uncharacterized_non-coding_RNA
8	136469715	136659848	10656	KHDRBS3	KH_domain_containing_RNA_binding_signal_transduction_associated_3_mRNA
8	139142265	139489699	51059	FAM135B	family_with_sequence_similarity_135_member_B_mRNA
8	139600477	139772530	169044	COL22A1	collagen_type_XXII_alpha_1_mRNA
8	140613081	140631342	51305	KCNK9	potassium_channel_subfamily_K_member_9_mRNA
8	140742585	141467861	83696	TRAPPC9	trafficking_protein_particle_complex_9_transcript_variant_2_mRNA
8	141521396	141527252	54108	CHRAC1	chromatin_accessibility_complex_1_transcript_variant_1_mRNA
8	141541263	141645646	27161	AGO2	argonaute_RISC_catalytic_component_2_transcript_variant_1_mRNA
8	141668480	141728460	5747	PTK2	protein_tyrosine_kinase_2_transcript_variant_2_mRNA
8	142138719	142152610	22898	DENND3	DENN/MADD_domain_containing_3_mRNA
8	142217273	142238673	57210	SLC45A4	solute_carrier_family_45_member_4_mRNA
8	142350647	142354720	731779	LOC731779	uncharacterized_non-coding_RNA
8	142366586	142377365	2843	GPR20	G_protein-coupled_receptor_20_mRNA
8	142432006	142441620	11156	PTP4A3	protein_tyrosine_phosphatase_type_IVA_member_3_transcript_variant_1_mRNA
8	142443928	142517330	389690	MROH5	maestro_heat-like_repeat_family_member_5_transcript_variant_1_mRNA
8	143257699	143257779	100616268	MIR4472-1	microRNA_4472-1_microRNA
8	143279716	143290364	619434	LINC00051	long_intergenic_non-protein_coding_RNA_51_non-coding_RNA
8	143293440	143436124	203062	TSNARE1	t-SNARE_domain_containing_1_mRNA
8	143545376	143626368	575	BAI1	brain-specific_angiogenesis_inhibitor_1_mRNA
8	143692404	143695833	23237	ARC	activity-regulated_cytoskeleton-associated_protein_mRNA
8	143738873	143751401	8629	JRK	jerky_homolog_(mouse)_transcript_variant_2_mRNA
8	143751725	143764145	8000	PSCA	prostate_stem_cell_antigen_transcript_variant_2_non-coding_RNA
8	143781528	143785584	54742	LY6K	lymphocyte_antigen_6_complex_locus_K_transcript_variant_1_mRNA
8	143783669	143808391	100288181	LOC100288181	uncharacterized_non-coding_RNA
8	143808620	143818350	51337	THEM6	thioesterase_superfamily_member_6_mRNA
8	143822361	143823829	57152	SLURP1	secreted_LY6/PLAUR_domain_containing_1_mRNA
8	143831627	143833952	137797	LYPD2	LY6/PLAUR_domain_containing_2_mRNA
8	143845755	143851246	66004	LYNX1	Ly6/neurotoxin_1_transcript_variant_SLURP2_mRNA
8	143866297	143868008	8581	LY6D	lymphocyte_antigen_6_complex_locus_D_mRNA
8	143916216	143928262	2765	GML	glycosylphosphatidylinositol_anchored_molecule_like_mRNA
8	143953772	143957294	1584	CYP11B1	cytochrome_P450_family_11_subfamily_B_polypeptide_1_nuclear_gene_encoding_mitochondrial_protein_transcript_variant_1_mRNA
8	143991974	143999259	1585	CYP11B2	cytochrome_P450_family_11_subfamily_B_polypeptide_2_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	144063447	144099807	100133669	LOC100133669	uncharacterized_non-coding_RNA
8	144077244	144079080	100128627	CDC42P3	cell_division_cycle_42_pseudogene_3_non-coding_RNA
8	144099901	144103827	4061	LY6E	lymphocyte_antigen_6_complex_locus_E_transcript_variant_2_mRNA
8	144120678	144135720	286122	C8orf31	chromosome_8_open_reading_frame_31_mRNA
8	144239330	144241457	4062	LY6H	lymphocyte_antigen_6_complex_locus_H_transcript_variant_1_mRNA
8	144295067	144299044	338328	GPIHBP1	glycosylphosphatidylinositol_anchored_high_density_lipoprotein_binding_protein_1_mRNA
8	144328990	144335761	286128	ZFP41	_zinc_finger_protein_transcript_variant_2_mRNA
8	144349606	144359101	2738	GLI4	GLI_family_zinc_finger_4_mRNA
8	144373558	144382120	79943	ZNF696	zinc_finger_protein_696_mRNA
8	144391496	144417061	116447	TOP1MT	topoisomerase_(DNA)_I_mitochondrial_nuclear_gene_encoding_mitochondrial_protein_transcript_variant_1_mRNA
8	144448792	144450805	78998	RHPN1-AS1	RHPN1_antisense_RNA_1_(head_to_head)_non-coding_RNA
8	144451024	144466390	114822	RHPN1	rhophilin_Rho_GTPase_binding_protein_1_mRNA
8	144510229	144512602	389692	MAFA	v-maf_musculoaponeurotic_fibrosarcoma_oncogene_homolog_A_(avian)_mRNA
8	144519824	144623620	23144	ZC3H3	zinc_finger_CCCH-type_containing_3_mRNA
8	144635556	144645231	79792	GSDMD	gasdermin_D_transcript_variant_2_mRNA
8	144648362	144654928	642475	MROH6	maestro_heat-like_repeat_family_member_6_mRNA
8	144656954	144660513	93100	NAPRT1	nicotinate_phosphoribosyltransferase_domain_containing_1_mRNA
8	144661866	144672251	1936	EEF1D	eukaryotic_translation_elongation_factor_1_delta_(guanine_nucleotide_exchange_protein)_transcript_variant_3_mRNA
8	144680073	144682485	84948	TIGD5	tigger_transposable_element_derived_5_mRNA
8	144686082	144691784	65263	PYCRL	pyrroline-5-carboxylate_reductase-like_mRNA
8	144694787	144699622	7264	TSTA3	tissue_specific_transplantation_antigen_P35B_mRNA
8	144718182	144735900	9831	ZNF623	zinc_finger_protein_623_transcript_variant_3_mRNA
8	144766621	144777555	286075	ZNF707	zinc_finger_protein_707_transcript_variant_1_mRNA
8	144779284	144780583	286076	BREA2	breast_cancer_estrogen-induced_apoptosis_2_non-coding_RNA
8	144788863	144790279	100130274	CCDC166	coiled-coil_domain_containing_166_mRNA
8	144798506	144804633	225689	MAPK15	mitogen-activated_protein_kinase_15_mRNA
8	144806102	144815914	286077	FAM83H	family_with_sequence_similarity_83_member_H_mRNA
8	144815252	144815323	100616318	MIR4664	microRNA_4664_microRNA
8	144816309	144828507	100128338	LOC100128338	uncharacterized_non-coding_RNA
8	144873089	144886326	23513	SCRIB	scribbled_planar_cell_polarity_protein_transcript_variant_2_mRNA
8	144895126	144895212	100126338	MIR937	microRNA_937_microRNA
8	144898513	144911279	22827	PUF60	poly-U_binding_splicing_factor_60KDa_transcript_variant_3_mRNA
8	144915754	144920246	340371	NRBP2	nuclear_receptor_binding_protein_2_mRNA
8	144939911	144947434	83481	EPPK1	epiplakin_1_mRNA
8	144989320	145013758	5339	PLEC	plectin_transcript_variant_11_mRNA
8	145019358	145019447	724031	MIR661	microRNA_661_microRNA
8	145051319	145059496	84875	PARP10	poly_(ADP-ribose)_polymerase_family_member_10_mRNA
8	145064225	145067583	2907	GRINA	glutamate_receptor_ionotropic_N-methyl_D-aspartate-associated_protein_1_(glutamate_binding)_transcript_variant_2_mRNA
8	145086581	145102015	375686	SPATC1	spermatogenesis_and_centriole_associated_1_transcript_variant_1_mRNA
8	145106166	145115584	26873	OPLAH	5-oxoprolinase_(ATP-hydrolysing)_mRNA
8	145133521	145135551	54512	EXOSC4	exosome_component_4_mRNA
8	145137523	145139778	8733	GPAA1	glycosylphosphatidylinositol_anchor_attachment_1_mRNA
8	145149941	145152428	1537	CYC1	cytochrome_c-1_nuclear_gene_encoding_mitochondrial_protein_mRNA
8	145153535	145159140	81858	SHARPIN	SHANK-associated_RH_domain_interactor_transcript_variant_1_mRNA
8	145159304	145162515	84232	MAF1	_homolog_(S._cerevisiae)_mRNA
8	145162628	145173218	340390	KIAA1875	_non-coding_RNA
8	145192671	145195620	51236	C8orf30A	family_with_sequence_similarity_203_member_A_mRNA
8	145202918	145248176	727957	MROH1	maestro_heat-like_repeat_family_member_1_transcript_variant_2_mRNA
8	145321516	145492131	100129885	SCXA	scleraxis_homolog_A_(mouse)
8	145321516	145323045	642658	SCXB	scleraxis_homolog_B_(mouse)_mRNA
8	145437885	145440832	728071	C8orf30B	chromosome_8_open_reading_frame_30B
8	145486055	145515120	23246	BOP1	block_of_proliferation_1_mRNA
8	145515269	145538385	3297	HSF1	heat_shock_transcription_factor_1_mRNA
8	145538246	145550567	8694	DGAT1	diacylglycerol_O-acyltransferase_1_mRNA
8	145554453	145559943	83482	SCRT1	scratch_homolog_1_zinc_finger_protein_(Drosophila)_mRNA
8	145576885	145578574	340393	TMEM249	transmembrane_protein_249_transcript_variant_1_mRNA
8	145579087	145581633	26233	FBXL6	F-box_and_leucine-rich_repeat_protein_6_transcript_variant_1_mRNA
8	145582216	145584948	79581	SLC52A2	solute_carrier_family_52_riboflavin_transporter_member_2_transcript_variant_3_mRNA
8	145597730	145618453	203054	ADCK5	aarF_domain_containing_kinase_5_mRNA
8	145618445	145634733	29894	CPSF1	cleavage_and_polyadenylation_specific_factor_1_160kDa_mRNA
8	145619363	145619445	100126351	MIR939	microRNA_939_microRNA
8	145625475	145625559	100302196	MIR1234	microRNA_1234_microRNA
8	145637797	145638970	55630	SLC39A4	solute_carrier_family_39_(zinc_transporter)_member_4_transcript_variant_2_mRNA
8	145648999	145653927	51160	VPS28	vacuolar_protein_sorting_28_homolog_(S._cerevisiae)_transcript_variant_1_mRNA
8	145654162	145669812	4796	TONSL	tonsoku-like_DNA_repair_protein_mRNA
8	145675314	145690479	50626	CYHR1	cysteine/histidine-rich_1_transcript_variant_1_mRNA
8	145691737	145699499	90990	KIFC2	kinesin_family_member_C2_mRNA
8	145699114	145701718	8928	FOXH1	forkhead_box_H1_mRNA
8	145715416	145727504	84988	PPP1R16A	protein_phosphatase_1_regulatory_subunit_16A_mRNA
8	145729464	145730872	2875	GPT	glutamic-pyruvate_transaminase_(alanine_aminotransferase)_mRNA
8	145734551	145736589	113655	MFSD3	major_facilitator_superfamily_domain_containing_3_mRNA
8	145736666	145743210	9401	RECQL4	RecQ_protein-like_4_mRNA
8	145743348	145750559	9684	LRRC14	leucine_rich_repeat_containing_14_transcript_variant_1_mRNA
8	145747760	145752416	441381	LRRC24	leucine_rich_repeat_containing_24_mRNA
8	145751602	145754458	414919	C8orf82	chromosome_8_open_reading_frame_82_mRNA
8	145754562	145838888	80728	ARHGAP39	Rho_GTPase_activating_protein_39_mRNA
8	145946293	145980970	90987	ZNF251	zinc_finger_protein_251_mRNA
8	145998500	146005665	80778	ZNF34	zinc_finger_protein_34_mRNA
8	146015153	146017729	6132	RPL8	ribosomal_protein_L8_transcript_variant_2_mRNA
8	146024260	146034529	340385	ZNF517	zinc_finger_protein_517_mRNA
8	146052902	146068606	7553	ZNF7	zinc_finger_protein_7_mRNA
8	146065828	146078452	28991	COMMD5	COMM_domain_containing_5_transcript_variant_1_mRNA
8	146102335	146126846	58500	ZNF250	zinc_finger_protein_250_transcript_variant_2_mRNA
8	146155743	146176274	7564	ZNF16	zinc_finger_protein_16_transcript_variant_2_mRNA
8	146198974	146228285	286101	ZNF252P	zinc_finger_protein_252_pseudogene_non-coding_RNA
8	146220250	146224283	286102	TMED10P1	transmembrane_emp24-like_trafficking_protein_10_(yeast)_pseudogene_1_non-coding_RNA
8	146228196	146231432	286103	ZNF252P-AS1	ZNF252P_antisense_RNA_1_non-coding_RNA
8	146277823	146281416	65265	C8orf33	chromosome_8_open_reading_frame_33_mRNA
9	11986	14525	100287596	DDX11L5	DEAD/H_(Asp-Glu-Ala-Asp/His)_box_helicase_11_like_5_non-coding_RNA
9	14510	29739	100287171	WASH1	WAS_protein_family_homolog_1_mRNA
9	34393	35864	654835	FAM138C	family_with_sequence_similarity_138_member_C_non-coding_RNA
9	116230	118417	2298	FOXD4	forkhead_box_D4_mRNA
9	121037	167605	55871	CBWD1	COBW_domain_containing_1_transcript_variant_1_mRNA
9	168876	170508	642313	LOC642313	tigger_transposable_element_derived_1_pseudogene
9	213107	215893	157983	C9orf66	chromosome_9_open_reading_frame_66_mRNA
9	214864	340620	81704	DOCK8	dedicator_of_cytokinesis_8_transcript_variant_1_mRNA
